14,1,77,73,78,196 
14,7,1234,107,74,185 
14,3,1147,57,48,120 
14,6,1156,26,36,90 
14,8,1200,50,48,120 
15,2,201,61,66,165 
15,5,1170,7,38,95 
15,4,1204,78,56,140 
15,1,77,73,78,196 
15,7,1242,107,74,185 
15,3,1147,57,48,120 
15,6,1156,26,36,90 
15,8,1207,49,48,120 
16,2,189,61,66,165 
16,5,1170,7,38,95 
16,4,1204,78,56,140 
16,1,77,69,78,196 
16,7,1248,113,68,170 
16,3,1143,57,48,120 
16,6,1156,26,36,90 
16,8,1204,46,48,120 
17,2,183,63,60,150 
17,5,1170,7,38,95 
17,4,1204,78,56,140 
17,1,77,69,78,196 
17,7,1254,119,62,155 
17,3,1143,57,48,120 
17,6,1156,26,36,90 
17,8,1202,45,48,120 
18,2,175,55,60,150 
18,5,1170,7,38,95 
18,4,1204,78,56,140 
18,1,77,69,78,196 
18,7,1258,119,62,155 
18,3,1143,57,48,120 
18,6,1156,26,36,90 
18,8,1202,44,48,120 
19,2,167,55,60,150 
19,5,1170,7,38,95 
19,4,1204,78,56,140 
19,1,77,69,78,196 
19,7,1258,119,62,155 
19,3,1143,57,48,120 
19,6,1156,26,36,90 
19,8,1202,44,48,120 
20,2,167,55,60,150 
20,5,1170,7,38,95 
20,4,1204,78,56,140 
20,1,77,69,78,196 
20,3,1147,57,48,120 
20,6,1156,26,36,90 
20,8,1200,44,48,120 
21,2,159,55,60,150 
21,5,1170,7,38,95 
21,4,1204,78,56,140 
21,1,77,69,78,196 
21,3,1147,57,48,120 
21,6,1160,30,36,90 
21,8,1196,43,48,120 
22,2,157,57,54,135 
22,5,1170,7,38,95 
22,4,1204,78,56,140 
22,1,77,69,78,196 
22,3,1147,57,48,120 
22,6,1160,30,36,90 
22,8,1192,38,54,135 
23,2,149,57,54,135 
23,5,1170,7,38,95 
23,4,1204,78,56,140 
23,1,77,69,78,196 
23,3,1141,55,54,135 
23,6,1160,30,36,90 
23,8,1191,37,54,135 
24,2,149,57,54,135 
24,5,1170,7,38,95 
24,4,1204,78,56,140 
24,1,77,69,78,196 
24,3,1141,55,54,135 
24,6,1160,30,36,90 
24,8,1193,41,48,120 
25,2,137,57,54,135 
25,5,1170,7,38,95 
25,4,1204,78,56,140 
25,1,77,69,78,196 
25,3,1141,55,54,135 
25,6,1160,34,36,90 
25,8,1193,41,48,120 
26,2,133,53,54,135 
26,5,1170,7,38,95 
26,4,1204,78,56,140 
26,1,77,69,78,196 
26,3,1141,55,54,135 
26,6,1160,34,36,90 
26,8,1193,41,48,120 
27,2,133,45,54,135 
27,5,1170,7,38,95 
27,4,1204,78,56,140 
27,1,77,69,78,196 
27,3,1141,55,54,135 
27,6,1162,36,42,105 
27,8,1187,39,54,135 
28,2,129,49,54,135 
28,5,1170,7,38,95 
28,4,1204,78,56,140 
28,1,77,69,78,196 
28,3,1141,55,54,135 
28,6,1162,36,42,105 
28,8,1187,39,54,135 
29,2,129,49,54,135 
29,5,1170,7,38,95 
29,4,1204,78,56,140 
29,1,77,69,78,196 
29,3,1141,55,54,135 
29,6,1162,36,42,105 
29,8,1187,39,54,135 
30,2,129,49,54,135 
30,5,1170,7,38,95 
30,4,1204,78,56,140 
30,1,77,69,78,196 
30,3,1141,55,54,135 
30,6,1162,36,42,105 
30,8,1187,39,54,135 
31,2,125,45,54,135 
31,5,1170,7,38,95 
31,4,1204,78,56,140 
31,1,77,69,78,196 
31,3,1141,55,54,135 
31,6,1162,36,42,105 
31,8,1187,39,54,135 
32,2,125,45,54,135 
32,5,1170,7,38,95 
32,4,1204,78,56,140 
32,1,77,69,78,196 
32,3,1141,55,54,135 
32,6,1162,36,42,105 
32,8,1187,39,54,135 
33,2,125,45,54,135 
33,5,1170,7,38,95 
33,4,1204,78,56,140 
33,1,77,69,78,196 
33,3,1141,63,54,135 
33,6,1166,36,42,105 
33,8,1187,39,54,135 
33,9,1140,35,42,105 
34,2,125,45,54,135 
34,5,1170,7,38,95 
34,4,1204,78,56,140 
34,1,77,69,78,196 
34,3,1141,63,54,135 
34,6,1166,36,42,105 
34,8,1187,39,54,135 
34,9,1140,35,42,105 
35,2,125,45,54,135 
35,5,1170,7,38,95 
35,4,1204,78,56,140 
35,1,77,69,78,196 
35,3,1141,63,54,135 
35,6,1166,36,42,105 
35,8,1187,39,54,135 
35,9,1140,35,42,105 
36,2,125,45,54,135 
36,5,1170,7,38,95 
36,4,1204,78,56,140 
36,1,77,69,78,196 
36,3,1141,63,54,135 
36,6,1166,36,42,105 
36,8,1187,39,54,135 
36,9,1140,35,42,105 
37,2,129,41,54,135 
37,5,1170,7,38,95 
37,4,1204,78,56,140 
37,1,77,69,78,196 
37,3,1141,63,54,135 
37,6,1166,36,42,105 
37,8,1187,39,54,135 
37,9,1140,35,42,105 
38,2,129,41,54,135 
38,5,1170,7,38,95 
38,4,1204,78,56,140 
38,1,77,69,78,196 
38,3,1141,63,54,135 
38,6,1166,36,42,105 
38,8,1187,39,54,135 
38,9,1140,35,42,105 
39,2,133,41,54,135 
39,5,1170,7,38,95 
39,4,1204,78,56,140 
39,1,77,69,78,196 
39,3,1141,63,54,135 
39,6,1170,40,42,105 
39,8,1187,39,54,135 
39,9,1140,35,42,105 
39,10,1185,25,36,90 
40,2,137,41,54,135 
40,5,1174,11,38,95 
40,4,1204,78,56,140 
40,1,77,69,78,196 
40,3,1141,71,54,135 
40,6,1170,40,42,105 
40,8,1199,39,54,135 
40,9,1140,39,42,105 
40,10,1185,25,36,90 
41,2,145,37,54,135 
41,5,1174,11,38,95 
41,4,1204,78,56,140 
41,1,77,69,78,196 
41,3,1141,71,54,135 
41,6,1170,40,42,105 
41,8,1199,39,54,135 
41,9,1140,39,42,105 
41,10,1185,25,36,90 
42,2,145,37,54,135 
42,5,1174,11,38,95 
42,4,1204,78,56,140 
42,1,77,69,78,196 
42,3,1141,71,54,135 
42,6,1170,40,42,105 
42,8,1199,39,54,135 
42,9,1140,39,42,105 
42,10,1185,25,36,90 
43,2,153,37,54,135 
43,5,1174,11,38,95 
43,4,1204,78,56,140 
43,1,77,69,78,196 
43,3,1141,71,54,135 
43,6,1170,40,42,105 
43,8,1199,39,54,135 
43,9,1140,39,42,105 
43,10,1185,25,36,90 
44,2,161,37,54,135 
44,5,1174,11,38,95 
44,4,1204,78,56,140 
44,1,77,69,78,196 
44,3,1141,71,54,135 
44,6,1166,40,42,105 
44,8,1199,39,54,135 
44,9,1140,39,42,105 
44,10,1185,25,36,90 
45,2,167,39,48,120 
45,5,1174,11,38,95 
45,4,1204,78,56,140 
45,1,77,69,78,196 
45,3,1141,71,54,135 
45,6,1166,40,42,105 
45,8,1199,39,54,135 
45,9,1140,39,42,105 
45,10,1185,25,36,90 
45,11,1238,97,78,195 
46,2,167,39,48,120 
46,5,1174,11,38,95 
46,4,1204,78,56,140 
46,1,77,69,78,196 
46,3,1141,71,54,135 
46,6,1166,44,42,105 
46,8,1203,39,54,135 
46,9,1140,43,42,105 
46,10,1185,29,36,90 
46,11,1238,97,78,195 
47,2,183,35,48,120 
47,5,1174,11,38,95 
47,4,1204,78,56,140 
47,1,77,69,78,196 
47,3,1137,71,54,135 
47,6,1166,48,42,105 
47,8,1207,35,54,135 
47,9,1136,43,42,105 
47,10,1185,25,36,90 
47,11,1216,99,72,180 
47,12,1250,103,66,165 
48,2,183,35,48,120 
48,5,1174,11,38,95 
48,4,1204,78,56,140 
48,1,77,69,78,196 
48,3,1137,71,54,135 
48,6,1166,48,42,105 
48,8,1211,35,54,135 
48,9,1136,43,42,105 
48,10,1185,25,36,90 
48,11,1216,99,72,180 
48,12,1250,103,66,165 
49,2,191,35,48,120 
49,5,1174,11,38,95 
49,4,1204,78,56,140 
49,1,77,69,78,196 
49,3,1137,71,54,135 
49,6,1166,48,42,105 
49,8,1211,35,54,135 
49,9,1136,43,42,105 
49,10,1185,25,36,90 
49,11,1196,103,72,180 
49,12,1228,97,72,180 
50,2,203,35,48,120 
50,5,1174,11,38,95 
50,4,1204,78,56,140 
50,1,73,69,78,196 
50,3,1137,71,54,135 
50,6,1166,48,42,105 
50,8,1219,35,54,135 
50,9,1136,47,42,105 
50,10,1177,25,36,90 
50,11,1176,103,72,180 
50,12,1212,97,72,180 
51,2,203,35,48,120 
51,5,1174,11,38,95 
51,4,1204,78,56,140 
51,1,69,73,78,196 
51,3,1137,71,54,135 
51,6,1166,48,42,105 
51,8,1219,35,54,135 
51,9,1136,47,42,105 
51,10,1177,29,36,90 
51,11,1158,101,78,195 
51,12,1212,97,72,180 
52,2,211,35,48,120 
52,5,1174,11,38,95 
52,4,1204,78,56,140 
52,1,61,77,78,196 
52,3,1137,75,54,135 
52,6,1166,48,42,105 
52,9,1136,47,42,105 
52,10,1177,29,36,90 
52,11,1146,101,78,195 
52,12,1196,97,72,180 
53,2,219,35,48,120 
53,5,1174,11,38,95 
53,4,1204,78,56,140 
53,1,61,77,78,196 
53,3,1137,75,54,135 
53,6,1166,48,42,105 
53,9,1136,47,42,105 
53,10,1177,29,36,90 
53,11,1134,101,78,195 
53,12,1196,97,72,180 
54,2,227,35,48,120 
54,5,1174,11,38,95 
54,4,1204,78,56,140 
54,1,53,77,78,196 
54,3,1137,79,54,135 
54,6,1166,56,42,105 
54,9,1136,51,42,105 
54,10,1177,29,36,90 
54,11,1118,101,78,195 
54,12,1176,97,72,180 
55,2,227,35,48,120 
55,5,1174,11,38,95 
55,4,1204,78,56,140 
55,1,53,77,78,196 
55,3,1141,79,54,135 
55,6,1166,56,42,105 
55,9,1136,51,42,105 
55,10,1177,29,36,90 
55,11,1106,101,78,195 
55,12,1168,97,72,180 
56,2,235,35,48,120 
56,5,1174,11,38,95 
56,4,1204,78,56,140 
56,1,41,77,78,196 
56,3,1141,79,54,135 
56,6,1166,56,42,105 
56,9,1136,51,42,105 
56,10,1177,29,36,90 
56,11,1090,101,78,195 
56,12,1152,97,72,180 
57,2,243,35,48,120 
57,5,1174,11,38,95 
57,4,1204,78,56,140 
57,1,33,81,78,196 
57,3,1143,77,60,150 
57,6,1164,50,48,120 
57,9,1136,51,42,105 
57,10,1177,29,36,90 
57,11,1074,93,78,195 
57,12,1132,97,72,180 
58,2,249,41,42,105 
58,5,1174,11,38,95 
58,4,1204,78,56,140 
58,1,33,81,78,196 
58,3,1143,77,60,150 
58,6,1164,50,48,120 
58,9,1136,51,42,105 
58,10,1177,29,36,90 
58,11,1066,93,78,195 
58,12,1124,97,72,180 
59,2,251,35,48,120 
59,5,1174,11,38,95 
59,4,1204,78,56,140 
59,1,25,89,78,196 
59,3,1143,77,60,150 
59,6,1164,50,48,120 
59,9,1136,51,42,105 
59,10,1177,29,36,90 
59,11,1050,93,78,195 
59,12,1108,97,72,180 
60,2,259,31,48,120 
60,5,1174,11,38,95 
60,4,1204,78,56,140 
60,1,21,101,78,196 
60,3,1143,77,60,150 
60,6,1164,50,48,120 
60,9,1140,55,42,105 
60,10,1181,33,36,90 
60,11,1030,93,78,195 
60,12,1088,97,72,180 
61,2,267,31,48,120 
61,5,1174,11,38,95 
61,4,1204,78,56,140 
61,1,13,109,78,196 
61,3,1143,77,60,150 
61,6,1168,54,48,120 
61,9,1140,55,42,105 
61,10,1181,33,36,90 
61,11,1018,93,78,195 
61,12,1080,97,72,180 
62,2,267,31,48,120 
62,5,1174,11,38,95 
62,4,1204,78,56,140 
62,1,5,109,78,196 
62,3,1143,77,60,150 
62,6,1168,54,48,120 
62,9,1140,55,42,105 
62,10,1181,33,36,90 
62,11,1006,85,78,195 
62,12,1060,97,72,180 
63,2,275,31,48,120 
63,5,1174,11,38,95 
63,4,1204,78,56,140 
63,3,1143,77,60,150 
63,6,1168,54,48,120 
63,9,1140,55,42,105 
63,10,1181,33,36,90 
63,11,990,85,78,195 
63,12,1040,97,72,180 
63,13,1151,17,30,75 
64,2,281,37,42,105 
64,5,1174,11,38,95 
64,4,1204,78,56,140 
64,3,1143,77,60,150 
64,6,1168,54,48,120 
64,9,1140,55,42,105 
64,10,1181,33,36,90 
64,11,986,85,78,195 
64,12,1032,97,72,180 
64,13,1151,17,30,75 
65,2,285,33,42,105 
65,5,1174,11,38,95 
65,4,1204,78,56,140 
65,3,1143,77,60,150 
65,6,1168,54,48,120 
65,9,1140,55,42,105 
65,10,1185,33,36,90 
65,11,970,85,78,195 
65,12,1020,97,72,180 
65,13,1151,17,30,75 
66,2,293,33,42,105 
66,5,1174,11,38,95 
66,4,1204,78,56,140 
66,3,1147,81,60,150 
66,6,1168,54,48,120 
66,9,1140,55,42,105 
66,10,1185,33,36,90 
66,11,954,81,78,195 
66,12,1004,93,72,180 
66,13,1155,17,30,75 
67,2,293,33,42,105 
67,5,1174,11,38,95 
67,4,1204,78,56,140 
67,3,1147,81,60,150 
67,6,1168,58,48,120 
67,9,1140,59,42,105 
67,10,1189,33,36,90 
67,11,946,81,78,195 
67,12,996,93,72,180 
67,13,1155,17,30,75 
68,2,297,33,42,105 
68,5,1174,11,38,95 
68,4,1204,78,56,140 
68,3,1147,81,60,150 
68,6,1168,58,48,120 
68,9,1140,59,42,105 
68,10,1189,33,36,90 
68,11,930,81,78,195 
68,12,980,93,72,180 
68,13,1155,17,30,75 
69,2,301,29,42,105 
69,5,1174,11,38,95 
69,4,1204,78,56,140 
69,3,1151,85,60,150 
69,6,1168,58,48,120 
69,9,1144,63,42,105 
69,10,1189,37,36,90 
69,11,926,81,78,195 
69,12,976,93,72,180 
69,13,1159,17,30,75 
70,2,305,29,42,105 
70,5,1174,11,38,95 
70,4,1204,78,56,140 
70,3,1151,85,60,150 
70,6,1172,58,48,120 
70,9,1144,63,42,105 
70,10,1189,37,36,90 
70,11,906,81,78,195 
70,12,956,93,72,180 
70,13,1159,21,30,75 
71,2,309,29,42,105 
71,5,1174,11,38,95 
71,4,1204,78,56,140 
71,3,1151,85,60,150 
71,6,1172,62,48,120 
71,9,1148,63,42,105 
71,10,1189,37,36,90 
71,11,894,81,78,195 
71,12,944,89,72,180 
71,13,1159,21,30,75 
72,2,313,29,42,105 
72,5,1174,11,38,95 
72,4,1204,78,56,140 
72,3,1155,85,60,150 
72,6,1176,62,48,120 
72,9,1144,63,42,105 
72,10,1189,37,36,90 
72,11,878,81,78,195 
72,12,928,85,72,180 
72,13,1159,21,30,75 
73,2,317,29,42,105 
73,5,1174,11,38,95 
73,4,1204,78,56,140 
73,3,1155,85,60,150 
73,6,1176,62,48,120 
73,9,1142,65,48,120 
73,10,1189,37,36,90 
73,11,866,81,78,195 
73,12,916,85,72,180 
73,13,1159,21,30,75 
74,2,321,25,42,105 
74,5,1174,11,38,95 
74,4,1204,78,56,140 
74,3,1159,85,60,150 
74,6,1176,62,48,120 
74,9,1142,65,48,120 
74,10,1189,37,36,90 
74,11,850,81,78,195 
74,12,892,85,72,180 
74,13,1159,21,30,75 
75,2,321,25,42,105 
75,5,1174,11,38,95 
75,4,1204,78,56,140 
75,3,1167,85,60,150 
75,6,1176,62,48,120 
75,9,1142,65,48,120 
75,10,1189,37,36,90 
75,11,838,81,78,195 
75,12,880,85,72,180 
75,13,1159,21,30,75 
76,2,329,25,42,105 
76,5,1174,11,38,95 
76,4,1204,78,56,140 
76,3,1171,85,60,150 
76,6,1176,66,48,120 
76,9,1136,63,54,135 
76,10,1189,37,36,90 
76,11,818,73,78,195 
76,12,864,77,72,180 
76,13,1163,21,30,75 
77,2,333,25,42,105 
77,5,1174,11,38,95 
77,4,1204,78,56,140 
77,3,1171,85,60,150 
77,6,1176,66,48,120 
77,9,1136,63,54,135 
77,10,1189,37,36,90 
77,11,810,73,78,195 
77,12,856,77,72,180 
77,13,1163,21,30,75 
78,2,334,13,52,131 
78,12,829,79,76,191 
78,11,781,85,75,189 
78,4,1203,75,54,135 
78,3,1185,89,62,155 
78,10,1182,42,40,100 
78,9,1133,67,54,135 
78,6,1173,71,51,128 
78,13,1160,17,36,90 
78,5,1181,15,30,75 
79,2,336,19,46,115 
79,12,805,79,76,191 
79,11,761,73,75,189 
79,4,1203,75,54,135 
79,3,1193,89,62,155 
79,10,1182,42,40,100 
79,9,1133,67,54,135 
79,6,1173,71,51,128 
79,13,1160,17,36,90 
79,5,1181,15,30,75 
80,2,346,25,40,100 
80,12,797,75,76,191 
80,11,753,73,75,189 
80,4,1203,75,54,135 
80,3,1193,89,62,155 
80,10,1182,42,40,100 
80,9,1133,71,54,135 
80,6,1173,71,51,128 
80,13,1160,17,36,90 
80,5,1181,15,30,75 
81,2,348,19,40,100 
81,12,781,78,76,190 
81,11,734,76,74,187 
81,6,1168,70,56,140 
81,10,1182,41,40,100 
81,9,1130,68,54,135 
81,3,1198,86,63,158 
81,13,1160,19,36,90 
81,5,1171,12,36,90 
81,4,1201,80,54,135 
82,2,348,19,40,100 
82,12,765,78,76,190 
82,11,722,76,74,187 
82,6,1168,70,56,140 
82,10,1182,41,40,100 
82,9,1130,68,54,135 
82,3,1202,94,63,158 
82,13,1160,19,36,90 
82,5,1171,12,36,90 
82,4,1205,80,54,135 
83,2,352,19,40,100 
83,12,745,74,76,190 
83,11,702,76,74,187 
83,6,1168,70,56,140 
83,10,1182,41,40,100 
83,9,1130,76,54,135 
83,3,1210,94,63,158 
83,13,1160,19,36,90 
83,5,1171,12,36,90 
83,4,1205,80,54,135 
84,2,352,19,40,100 
84,12,745,74,76,190 
84,11,698,76,74,187 
84,6,1164,70,56,140 
84,10,1182,41,40,100 
84,9,1130,76,54,135 
84,3,1210,94,63,158 
84,13,1160,19,36,90 
84,5,1171,12,36,90 
84,4,1205,80,54,135 
85,2,356,15,40,100 
85,12,725,74,76,190 
85,11,682,76,74,187 
85,6,1164,74,56,140 
85,10,1182,41,40,100 
85,9,1130,76,54,135 
85,3,1218,94,63,158 
85,13,1160,19,36,90 
85,5,1171,12,36,90 
85,4,1205,80,54,135 
86,2,356,15,40,100 
86,12,725,74,76,190 
86,11,674,76,74,187 
86,6,1164,74,56,140 
86,10,1182,41,40,100 
86,9,1130,76,54,135 
86,3,1222,94,63,158 
86,13,1160,19,36,90 
86,5,1171,12,36,90 
86,4,1205,80,54,135 
87,2,356,15,40,100 
87,12,701,74,76,190 
87,11,658,76,74,187 
87,6,1164,78,56,140 
87,10,1182,49,40,100 
87,9,1122,76,54,135 
87,3,1226,98,63,158 
87,13,1160,19,36,90 
87,5,1171,12,36,90 
87,4,1205,80,54,135 
88,2,356,15,40,100 
88,12,693,74,76,190 
88,11,650,76,74,187 
88,6,1164,78,56,140 
88,10,1182,49,40,100 
88,9,1122,76,54,135 
88,3,1234,98,63,158 
88,13,1160,19,36,90 
88,5,1163,16,36,90 
88,4,1205,80,54,135 
89,2,360,15,40,100 
89,12,673,70,76,190 
89,11,622,76,74,187 
89,6,1164,78,56,140 
89,10,1182,49,40,100 
89,9,1122,80,54,135 
89,3,1242,98,63,158 
89,13,1160,19,36,90 
89,5,1163,16,36,90 
89,4,1205,80,54,135 
90,2,360,15,40,100 
90,12,669,70,76,190 
90,11,618,76,74,187 
90,6,1164,82,56,140 
90,10,1182,49,40,100 
90,9,1122,80,54,135 
90,3,1250,98,63,158 
90,13,1164,19,36,90 
90,5,1163,16,36,90 
90,4,1205,80,54,135 
91,2,360,11,40,100 
91,12,649,70,76,190 
91,11,598,76,74,187 
91,6,1168,82,56,140 
91,10,1182,49,40,100 
91,9,1122,80,54,135 
91,3,1254,98,63,158 
91,13,1164,19,36,90 
91,5,1163,16,36,90 
91,4,1205,80,54,135 
91,15,3,87,54,135 
92,2,360,11,40,100 
92,12,641,70,76,190 
92,11,590,76,74,187 
92,6,1172,82,56,140 
92,10,1182,49,40,100 
92,9,1126,80,54,135 
92,3,1254,98,63,158 
92,13,1164,19,36,90 
92,5,1163,16,36,90 
92,4,1205,80,54,135 
92,15,3,87,54,135 
93,2,360,11,40,100 
93,12,629,70,76,190 
93,11,574,76,74,187 
93,6,1172,82,56,140 
93,10,1182,49,40,100 
93,9,1124,74,60,150 
93,3,1254,98,63,158 
93,13,1164,23,36,90 
93,5,1163,16,36,90 
93,4,1205,80,54,135 
93,15,3,87,54,135 
94,2,364,11,40,100 
94,12,613,70,76,190 
94,11,562,76,74,187 
94,6,1170,84,62,155 
94,10,1182,49,40,100 
94,9,1124,74,60,150 
94,3,1254,98,63,158 
94,13,1164,23,36,90 
94,5,1163,16,36,90 
94,4,1205,80,54,135 
94,15,3,87,54,135 
95,2,364,11,40,100 
95,12,601,70,76,190 
95,11,554,76,74,187 
95,6,1170,84,62,155 
95,10,1178,49,40,100 
95,9,1128,78,60,150 
95,13,1164,23,36,90 
95,5,1163,16,36,90 
95,4,1205,80,54,135 
95,15,3,87,54,135 
96,2,364,11,40,100 
96,12,589,70,76,190 
96,11,538,76,74,187 
96,6,1174,84,62,155 
96,10,1174,53,40,100 
96,9,1128,78,60,150 
96,13,1164,23,36,90 
96,5,1163,16,36,90 
96,4,1205,80,54,135 
96,15,3,87,54,135 
96,16,4,88,72,180 
97,2,364,11,40,100 
97,12,577,70,76,190 
97,11,530,76,74,187 
97,6,1170,80,62,155 
97,10,1174,53,40,100 
97,9,1128,78,60,150 
97,13,1164,23,36,90 
97,5,1159,16,36,90 
97,4,1205,80,54,135 
97,15,3,87,54,135 
97,16,8,88,72,180 
97,17,512,4,24,60 
98,2,368,7,40,100 
98,12,553,70,76,190 
98,11,510,72,74,187 
98,6,1174,84,62,155 
98,10,1174,53,40,100 
98,9,1132,82,60,150 
98,13,1164,23,36,90 
98,5,1159,16,36,90 
98,4,1205,80,54,135 
98,15,3,87,54,135 
98,16,24,88,72,180 
98,17,508,4,24,60 
99,2,368,7,40,100 
99,12,545,70,76,190 
99,11,502,72,74,187 
99,6,1178,84,62,155 
99,10,1174,53,40,100 
99,9,1132,82,60,150 
99,13,1168,27,36,90 
99,5,1159,16,36,90 
99,4,1205,80,54,135 
99,15,3,87,54,135 
99,16,32,84,72,180 
99,17,508,4,24,60 
100,2,368,7,40,100 
100,12,529,70,76,190 
100,11,478,72,74,187 
100,6,1178,84,62,155 
100,10,1174,53,40,100 
100,9,1136,82,60,150 
100,13,1168,27,36,90 
100,5,1159,16,36,90 
100,4,1205,80,54,135 
100,15,3,87,54,135 
100,16,48,84,72,180 
100,17,504,4,24,60 
101,2,368,7,40,100 
101,12,525,70,76,190 
101,11,470,72,74,187 
101,6,1182,84,62,155 
101,10,1174,53,40,100 
101,9,1136,82,60,150 
101,13,1168,27,36,90 
101,5,1159,16,36,90 
101,4,1205,80,54,135 
101,15,3,87,54,135 
101,16,56,84,72,180 
101,17,504,4,24,60 
102,2,368,7,40,100 
102,12,513,70,76,190 
102,11,462,72,74,187 
102,6,1182,84,62,155 
102,10,1174,53,40,100 
102,9,1136,82,60,150 
102,13,1168,27,36,90 
102,5,1159,16,36,90 
102,4,1209,80,54,135 
102,15,3,87,54,135 
102,16,64,84,72,180 
102,17,504,4,24,60 
103,2,372,7,40,100 
103,12,493,70,76,190 
103,11,446,72,74,187 
103,6,1190,92,62,155 
103,10,1174,53,40,100 
103,9,1144,86,60,150 
103,13,1168,27,36,90 
103,5,1159,16,36,90 
103,4,1209,80,54,135 
103,15,3,87,54,135 
103,16,92,84,72,180 
103,17,500,4,24,60 
104,2,376,3,40,100 
104,12,485,66,76,190 
104,11,434,72,74,187 
104,6,1190,92,62,155 
104,10,1174,53,40,100 
104,9,1144,86,60,150 
104,13,1168,27,36,90 
104,5,1159,16,36,90 
104,4,1209,80,54,135 
104,15,3,87,54,135 
104,16,100,84,72,180 
104,17,500,4,24,60 
105,2,372,3,40,100 
105,12,469,66,76,190 
105,11,418,72,74,187 
105,6,1198,92,62,155 
105,10,1174,53,40,100 
105,9,1148,90,60,150 
105,13,1168,27,36,90 
105,14,1151,24,36,90 
105,4,1209,80,54,135 
105,15,3,87,54,135 
105,16,116,84,72,180 
105,17,496,4,24,60 
105,18,1257,90,60,150 
106,2,372,3,40,100 
106,12,461,66,76,190 
106,11,410,72,74,187 
106,6,1198,92,62,155 
106,10,1174,53,40,100 
106,9,1148,90,60,150 
106,13,1168,27,36,90 
106,14,1151,24,36,90 
106,4,1209,80,54,135 
106,15,3,87,54,135 
106,16,124,84,72,180 
106,17,496,4,24,60 
106,18,1257,90,60,150 
107,2,378,9,34,85 
107,12,445,66,76,190 
107,11,390,72,74,187 
107,6,1206,96,62,155 
107,10,1174,57,40,100 
107,9,1156,98,60,150 
107,13,1168,27,36,90 
107,14,1151,24,36,90 
107,4,1209,80,54,135 
107,15,3,87,54,135 
107,16,152,84,72,180 
107,17,496,4,24,60 
107,18,1257,90,60,150 
108,2,378,9,34,85 
108,12,433,62,76,190 
108,11,382,72,74,187 
108,6,1206,96,62,155 
108,10,1174,57,40,100 
108,9,1156,98,60,150 
108,13,1168,27,36,90 
108,14,1151,24,36,90 
108,4,1209,80,54,135 
108,15,3,87,54,135 
108,16,160,84,72,180 
108,17,492,8,24,60 
108,18,1249,90,60,150 
109,2,382,5,34,85 
109,12,421,62,76,190 
109,11,366,72,74,187 
