37,1141,63,54,135
37,1166,36,42,105
37,1187,39,54,135
37,1140,35,42,105
38,129,41,54,135
38,1170,7,38,95
38,1204,78,56,140
38,77,69,78,196
38,1141,63,54,135
38,1166,36,42,105
38,1187,39,54,135
38,1140,35,42,105
39,133,41,54,135
39,1170,7,38,95
39,1204,78,56,140
39,77,69,78,196
39,1141,63,54,135
39,1170,40,42,105
39,1187,39,54,135
39,1140,35,42,105
39,1185,25,36,90
40,137,41,54,135
40,1174,11,38,95
40,1204,78,56,140
40,77,69,78,196
40,1141,71,54,135
40,1170,40,42,105
40,1199,39,54,135
40,1140,39,42,105
40,1185,25,36,90
41,145,37,54,135
41,1174,11,38,95
41,1204,78,56,140
41,77,69,78,196
41,1141,71,54,135
41,1170,40,42,105
41,1199,39,54,135
41,1140,39,42,105
41,1185,25,36,90
42,145,37,54,135
42,1174,11,38,95
42,1204,78,56,140
42,77,69,78,196
42,1141,71,54,135
42,1170,40,42,105
42,1199,39,54,135
42,1140,39,42,105
42,1185,25,36,90
43,153,37,54,135
43,1174,11,38,95
43,1204,78,56,140
43,77,69,78,196
43,1141,71,54,135
43,1170,40,42,105
43,1199,39,54,135
43,1140,39,42,105
43,1185,25,36,90
44,161,37,54,135
44,1174,11,38,95
44,1204,78,56,140
44,77,69,78,196
44,1141,71,54,135
44,1166,40,42,105
44,1199,39,54,135
44,1140,39,42,105
44,1185,25,36,90
45,167,39,48,120
45,1174,11,38,95
45,1204,78,56,140
45,77,69,78,196
45,1141,71,54,135
45,1166,40,42,105
45,1199,39,54,135
45,1140,39,42,105
45,1185,25,36,90
45,1238,97,78,195
46,167,39,48,120
46,1174,11,38,95
46,1204,78,56,140
46,77,69,78,196
46,1141,71,54,135
46,1166,44,42,105
46,1203,39,54,135
46,1140,43,42,105
46,1185,29,36,90
46,1238,97,78,195
47,183,35,48,120
47,1174,11,38,95
47,1204,78,56,140
47,77,69,78,196
47,1137,71,54,135
47,1166,48,42,105
47,1207,35,54,135
47,1136,43,42,105
47,1185,25,36,90
47,1216,99,72,180
47,1250,103,66,165
48,183,35,48,120
48,1174,11,38,95
48,1204,78,56,140
48,77,69,78,196
48,1137,71,54,135
48,1166,48,42,105
48,1211,35,54,135
48,1136,43,42,105
48,1185,25,36,90
48,1216,99,72,180
48,1250,103,66,165
49,191,35,48,120
49,1174,11,38,95
49,1204,78,56,140
49,77,69,78,196
49,1137,71,54,135
49,1166,48,42,105
49,1211,35,54,135
49,1136,43,42,105
49,1185,25,36,90
49,1196,103,72,180
49,1228,97,72,180
50,203,35,48,120
50,1174,11,38,95
50,1204,78,56,140
50,73,69,78,196
50,1137,71,54,135
50,1166,48,42,105
50,1219,35,54,135
50,1136,47,42,105
50,1177,25,36,90
50,1176,103,72,180
50,1212,97,72,180
51,203,35,48,120
51,1174,11,38,95
51,1204,78,56,140
51,69,73,78,196
51,1137,71,54,135
51,1166,48,42,105
51,1219,35,54,135
51,1136,47,42,105
51,1177,29,36,90
51,1158,101,78,195
51,1212,97,72,180
52,211,35,48,120
52,1174,11,38,95
52,1204,78,56,140
52,61,77,78,196
52,1137,75,54,135
52,1166,48,42,105
52,1136,47,42,105
52,1177,29,36,90
52,1146,101,78,195
52,1196,97,72,180
53,219,35,48,120
53,1174,11,38,95
53,1204,78,56,140
53,61,77,78,196
53,1137,75,54,135
53,1166,48,42,105
53,1136,47,42,105
53,1177,29,36,90
53,1134,101,78,195
53,1196,97,72,180
54,227,35,48,120
54,1174,11,38,95
54,1204,78,56,140
54,53,77,78,196
54,1137,79,54,135
54,1166,56,42,105
54,1136,51,42,105
54,1177,29,36,90
54,1118,101,78,195
54,1176,97,72,180
55,227,35,48,120
55,1174,11,38,95
55,1204,78,56,140
55,53,77,78,196
55,1141,79,54,135
55,1166,56,42,105
55,1136,51,42,105
55,1177,29,36,90
55,1106,101,78,195
55,1168,97,72,180
56,235,35,48,120
56,1174,11,38,95
56,1204,78,56,140
56,41,77,78,196
56,1141,79,54,135
56,1166,56,42,105
56,1136,51,42,105
56,1177,29,36,90
56,1090,101,78,195
56,1152,97,72,180
57,243,35,48,120
57,1174,11,38,95
57,1204,78,56,140
57,33,81,78,196
57,1143,77,60,150
57,1164,50,48,120
57,1136,51,42,105
57,1177,29,36,90
57,1074,93,78,195
57,1132,97,72,180
58,249,41,42,105
58,1174,11,38,95
58,1204,78,56,140
58,33,81,78,196
58,1143,77,60,150
58,1164,50,48,120
58,1136,51,42,105
58,1177,29,36,90
58,1066,93,78,195
58,1124,97,72,180
59,251,35,48,120
59,1174,11,38,95
59,1204,78,56,140
59,25,89,78,196
59,1143,77,60,150
59,1164,50,48,120
59,1136,51,42,105
59,1177,29,36,90
59,1050,93,78,195
59,1108,97,72,180
60,259,31,48,120
60,1174,11,38,95
60,1204,78,56,140
60,21,101,78,196
60,1143,77,60,150
60,1164,50,48,120
60,1140,55,42,105
60,1181,33,36,90
60,1030,93,78,195
60,1088,97,72,180
61,267,31,48,120
61,1174,11,38,95
61,1204,78,56,140
61,13,109,78,196
61,1143,77,60,150
61,1168,54,48,120
61,1140,55,42,105
61,1181,33,36,90
61,1018,93,78,195
61,1080,97,72,180
62,267,31,48,120
62,1174,11,38,95
62,1204,78,56,140
62,5,109,78,196
62,1143,77,60,150
62,1168,54,48,120
62,1140,55,42,105
62,1181,33,36,90
62,1006,85,78,195
62,1060,97,72,180
63,275,31,48,120
63,1174,11,38,95
63,1204,78,56,140
63,1143,77,60,150
63,1168,54,48,120
63,1140,55,42,105
63,1181,33,36,90
63,990,85,78,195
63,1040,97,72,180
63,1151,17,30,75
64,281,37,42,105
64,1174,11,38,95
64,1204,78,56,140
64,1143,77,60,150
64,1168,54,48,120
64,1140,55,42,105
64,1181,33,36,90
64,986,85,78,195
64,1032,97,72,180
64,1151,17,30,75
65,285,33,42,105
65,1174,11,38,95
65,1204,78,56,140
65,1143,77,60,150
65,1168,54,48,120
65,1140,55,42,105
65,1185,33,36,90
65,970,85,78,195
65,1020,97,72,180
65,1151,17,30,75
66,293,33,42,105
66,1174,11,38,95
66,1204,78,56,140
66,1147,81,60,150
66,1168,54,48,120
66,1140,55,42,105
66,1185,33,36,90
66,954,81,78,195
66,1004,93,72,180
66,1155,17,30,75
67,293,33,42,105
67,1174,11,38,95
67,1204,78,56,140
67,1147,81,60,150
67,1168,58,48,120
67,1140,59,42,105
67,1189,33,36,90
67,946,81,78,195
67,996,93,72,180
67,1155,17,30,75
68,297,33,42,105
68,1174,11,38,95
68,1204,78,56,140
68,1147,81,60,150
68,1168,58,48,120
68,1140,59,42,105
68,1189,33,36,90
68,930,81,78,195
68,980,93,72,180
68,1155,17,30,75
69,301,29,42,105
69,1174,11,38,95
69,1204,78,56,140
69,1151,85,60,150
69,1168,58,48,120
69,1144,63,42,105
69,1189,37,36,90
69,926,81,78,195
69,976,93,72,180
69,1159,17,30,75
70,305,29,42,105
70,1174,11,38,95
70,1204,78,56,140
70,1151,85,60,150
70,1172,58,48,120
70,1144,63,42,105
70,1189,37,36,90
70,906,81,78,195
70,956,93,72,180
70,1159,21,30,75
71,309,29,42,105
71,1174,11,38,95
71,1204,78,56,140
71,1151,85,60,150
71,1172,62,48,120
71,1148,63,42,105
71,1189,37,36,90
71,894,81,78,195
71,944,89,72,180
71,1159,21,30,75
72,313,29,42,105
72,1174,11,38,95
72,1204,78,56,140
72,1155,85,60,150
72,1176,62,48,120
72,1144,63,42,105
72,1189,37,36,90
72,878,81,78,195
72,928,85,72,180
72,1159,21,30,75
73,317,29,42,105
73,1174,11,38,95
73,1204,78,56,140
73,1155,85,60,150
73,1176,62,48,120
73,1142,65,48,120
73,1189,37,36,90
73,866,81,78,195
73,916,85,72,180
73,1159,21,30,75
74,321,25,42,105
74,1174,11,38,95
74,1204,78,56,140
74,1159,85,60,150
74,1176,62,48,120
74,1142,65,48,120
74,1189,37,36,90
74,850,81,78,195
74,892,85,72,180
74,1159,21,30,75
75,321,25,42,105
75,1174,11,38,95
75,1204,78,56,140
75,1167,85,60,150
75,1176,62,48,120
75,1142,65,48,120
75,1189,37,36,90
75,838,81,78,195
75,880,85,72,180
75,1159,21,30,75
76,329,25,42,105
76,1174,11,38,95
76,1204,78,56,140
76,1171,85,60,150
76,1176,66,48,120
76,1136,63,54,135
76,1189,37,36,90
76,818,73,78,195
76,864,77,72,180
76,1163,21,30,75
77,333,25,42,105
77,1174,11,38,95
77,1204,78,56,140
77,1171,85,60,150
77,1176,66,48,120
77,1136,63,54,135
77,1189,37,36,90
77,810,73,78,195
77,856,77,72,180
77,1163,21,30,75
78,334,13,52,131
78,829,79,76,191
78,781,85,75,189
78,1203,75,54,135
78,1185,89,62,155
78,1182,42,40,100
78,1133,67,54,135
78,1173,71,51,128
78,1160,17,36,90
78,1181,15,30,75
79,336,19,46,115
79,805,79,76,191
79,761,73,75,189
79,1203,75,54,135
79,1193,89,62,155
79,1182,42,40,100
79,1133,67,54,135
79,1173,71,51,128
79,1160,17,36,90
79,1181,15,30,75
80,346,25,40,100
80,797,75,76,191
80,753,73,75,189
80,1203,75,54,135
80,1193,89,62,155
80,1182,42,40,100
80,1133,71,54,135
80,1173,71,51,128
80,1160,17,36,90
80,1181,15,30,75
81,348,19,40,100
81,781,78,76,190
81,734,76,74,187
81,1168,70,56,140
81,1182,41,40,100
81,1130,68,54,135
81,1198,86,63,158
81,1160,19,36,90
81,1171,12,36,90
81,1201,80,54,135
82,348,19,40,100
82,765,78,76,190
82,722,76,74,187
82,1168,70,56,140
82,1182,41,40,100
82,1130,68,54,135
82,1202,94,63,158
82,1160,19,36,90
82,1171,12,36,90
82,1205,80,54,135
83,352,19,40,100
83,745,74,76,190
83,702,76,74,187
83,1168,70,56,140
83,1182,41,40,100
83,1130,76,54,135
83,1210,94,63,158
83,1160,19,36,90
83,1171,12,36,90
83,1205,80,54,135
84,352,19,40,100
84,745,74,76,190
84,698,76,74,187
84,1164,70,56,140
84,1182,41,40,100
84,1130,76,54,135
84,1210,94,63,158
84,1160,19,36,90
84,1171,12,36,90
84,1205,80,54,135
85,356,15,40,100
85,725,74,76,190
85,682,76,74,187
85,1164,74,56,140
85,1182,41,40,100
85,1130,76,54,135
85,1218,94,63,158
85,1160,19,36,90
85,1171,12,36,90
85,1205,80,54,135
86,356,15,40,100
86,725,74,76,190
86,674,76,74,187
86,1164,74,56,140
86,1182,41,40,100
86,1130,76,54,135
86,1222,94,63,158
86,1160,19,36,90
86,1171,12,36,90
86,1205,80,54,135
87,356,15,40,100
87,701,74,76,190
87,658,76,74,187
87,1164,78,56,140
87,1182,49,40,100
87,1122,76,54,135
87,1226,98,63,158
87,1160,19,36,90
87,1171,12,36,90
87,1205,80,54,135
88,356,15,40,100
88,693,74,76,190
88,650,76,74,187
88,1164,78,56,140
88,1182,49,40,100
88,1122,76,54,135
88,1234,98,63,158
88,1160,19,36,90
88,1163,16,36,90
88,1205,80,54,135
89,360,15,40,100
89,673,70,76,190
89,622,76,74,187
89,1164,78,56,140
89,1182,49,40,100
89,1122,80,54,135
89,1242,98,63,158
89,1160,19,36,90
89,1163,16,36,90
89,1205,80,54,135
90,360,15,40,100
90,669,70,76,190
90,618,76,74,187
90,1164,82,56,140
90,1182,49,40,100
90,1122,80,54,135
90,1250,98,63,158
90,1164,19,36,90
90,1163,16,36,90
90,1205,80,54,135
91,360,11,40,100
91,649,70,76,190
91,598,76,74,187
91,1168,82,56,140
91,1182,49,40,100
91,1122,80,54,135
91,1254,98,63,158
91,1164,19,36,90
91,1163,16,36,90
91,1205,80,54,135
91,3,87,54,135
92,360,11,40,100
92,641,70,76,190
92,590,76,74,187
92,1172,82,56,140
92,1182,49,40,100
92,1126,80,54,135
92,1254,98,63,158
92,1164,19,36,90
92,1163,16,36,90
92,1205,80,54,135
92,3,87,54,135
93,360,11,40,100
93,629,70,76,190
93,574,76,74,187
93,1172,82,56,140
93,1182,49,40,100
93,1124,74,60,150
93,1254,98,63,158
93,1164,23,36,90
93,1163,16,36,90
93,1205,80,54,135
93,3,87,54,135
94,364,11,40,100
94,613,70,76,190
94,562,76,74,187
94,1170,84,62,155
94,1182,49,40,100
94,1124,74,60,150
94,1254,98,63,158
94,1164,23,36,90
94,1163,16,36,90
94,1205,80,54,135
94,3,87,54,135
95,364,11,40,100
95,601,70,76,190
95,554,76,74,187
95,1170,84,62,155
95,1178,49,40,100
95,1128,78,60,150
95,1164,23,36,90
95,1163,16,36,90
95,1205,80,54,135
95,3,87,54,135
96,364,11,40,100
96,589,70,76,190
96,538,76,74,187
96,1174,84,62,155
96,1174,53,40,100
96,1128,78,60,150
96,1164,23,36,90
96,1163,16,36,90
96,1205,80,54,135
96,3,87,54,135
96,4,88,72,180
97,364,11,40,100
97,577,70,76,190
97,530,76,74,187
97,1170,80,62,155
97,1174,53,40,100
97,1128,78,60,150
97,1164,23,36,90
97,1159,16,36,90
97,1205,80,54,135
97,3,87,54,135
97,8,88,72,180
97,512,4,24,60
98,368,7,40,100
98,553,70,76,190
98,510,72,74,187
98,1174,84,62,155
98,1174,53,40,100
98,1132,82,60,150
98,1164,23,36,90
98,1159,16,36,90
98,1205,80,54,135
98,3,87,54,135
98,24,88,72,180
98,508,4,24,60
99,368,7,40,100
99,545,70,76,190
99,502,72,74,187
99,1178,84,62,155
99,1174,53,40,100
99,1132,82,60,150
99,1168,27,36,90
99,1159,16,36,90
99,1205,80,54,135
99,3,87,54,135
99,32,84,72,180
99,508,4,24,60
100,368,7,40,100
100,529,70,76,190
100,478,72,74,187
100,1178,84,62,155
100,1174,53,40,100
100,1136,82,60,150
100,1168,27,36,90
100,1159,16,36,90
100,1205,80,54,135
100,3,87,54,135
100,48,84,72,180
100,504,4,24,60
101,368,7,40,100
101,525,70,76,190
101,470,72,74,187
101,1182,84,62,155
101,1174,53,40,100
101,1136,82,60,150
101,1168,27,36,90
101,1159,16,36,90
101,1205,80,54,135
101,3,87,54,135
101,56,84,72,180
101,504,4,24,60
102,368,7,40,100
102,513,70,76,190
102,462,72,74,187
102,1182,84,62,155
102,1174,53,40,100
102,1136,82,60,150
102,1168,27,36,90
102,1159,16,36,90
102,1209,80,54,135
102,3,87,54,135
102,64,84,72,180
102,504,4,24,60
103,372,7,40,100
103,493,70,76,190
103,446,72,74,187
103,1190,92,62,155
103,1174,53,40,100
103,1144,86,60,150
103,1168,27,36,90
103,1159,16,36,90
103,1209,80,54,135
103,3,87,54,135
103,92,84,72,180
103,500,4,24,60
104,376,3,40,100
104,485,66,76,190
104,434,72,74,187
104,1190,92,62,155
104,1174,53,40,100
104,1144,86,60,150
104,1168,27,36,90
104,1159,16,36,90
104,1209,80,54,135
104,3,87,54,135
104,100,84,72,180
104,500,4,24,60
105,372,3,40,100
105,469,66,76,190
105,418,72,74,187
105,1198,92,62,155
105,1174,53,40,100
105,1148,90,60,150
105,1168,27,36,90
105,1151,24,36,90
105,1209,80,54,135
105,3,87,54,135
105,116,84,72,180
105,496,4,24,60
105,1257,90,60,150
106,372,3,40,100
106,461,66,76,190
106,410,72,74,187
106,1198,92,62,155
106,1174,53,40,100
106,1148,90,60,150
106,1168,27,36,90
106,1151,24,36,90
106,1209,80,54,135
106,3,87,54,135
106,124,84,72,180
106,496,4,24,60
106,1257,90,60,150
107,378,9,34,85
107,445,66,76,190
107,390,72,74,187
107,1206,96,62,155
107,1174,57,40,100
107,1156,98,60,150
107,1168,27,36,90
107,1151,24,36,90
107,1209,80,54,135
107,3,87,54,135
107,152,84,72,180
107,496,4,24,60
107,1257,90,60,150
108,378,9,34,85
108,433,62,76,190
108,382,72,74,187
108,1206,96,62,155
108,1174,57,40,100
108,1156,98,60,150
108,1168,27,36,90
108,1151,24,36,90
108,1209,80,54,135
108,3,87,54,135
108,160,84,72,180
108,492,8,24,60
108,1249,90,60,150
109,382,5,34,85
109,421,62,76,190
109,366,72,74,187
109,1214,96,62,155
109,1174,57,40,100
109,1164,98,60,150
109,1176,27,36,90
109,1151,24,36,90
109,1209,80,54,135
109,3,87,54,135
109,176,84,72,180
109,492,8,24,60
109,1245,86,60,150
110,382,5,34,85
110,413,62,76,190
110,358,72,74,187
110,1214,96,62,155
110,1174,57,40,100
110,1164,98,60,150
110,1176,27,36,90
110,1151,24,36,90
110,1209,80,54,135
110,3,87,54,135
110,188,84,72,180
110,492,8,24,60
110,1245,86,60,150
111,382,5,34,85
111,401,62,76,190
111,342,72,74,187
111,1218,96,62,155
111,1182,57,40,100
111,1172,98,60,150
111,1180,27,36,90
111,1151,24,36,90
111,1209,80,54,135
111,3,87,54,135
111,204,84,72,180
111,492,8,24,60
111,1243,92,54,135
112,386,5,34,85
112,389,62,76,190
112,334,72,74,187
112,1222,100,62,155
112,1182,57,40,100
112,1172,98,60,150
112,1180,27,36,90
112,1151,24,36,90
112,1209,80,54,135
112,3,87,54,135
112,216,84,72,180
112,488,8,24,60
112,1243,92,54,135
113,386,5,34,85
113,377,62,76,190
113,318,72,74,187
113,1230,104,62,155
113,1182,57,40,100
113,1184,98,60,150
113,1176,31,36,90
113,1151,28,36,90
113,1209,80,54,135
113,3,87,54,135
113,228,84,72,180
113,488,8,24,60
113,1243,92,54,135
114,386,5,34,85
114,365,62,76,190
114,306,72,74,187
114,1234,104,62,155
114,1186,61,40,100
114,1182,92,66,165
114,1176,31,36,90
114,1151,32,36,90
114,1209,80,54,135
114,248,84,72,180
114,480,12,24,60
114,1243,92,54,135
114,454,3,30,75
115,386,5,34,85
115,353,62,76,190
115,286,72,74,187
115,1238,108,62,155
115,1178,57,52,130
115,1190,96,66,165
115,1176,31,36,90
115,1151,32,36,90
115,1209,80,54,135
115,268,84,72,180
115,480,12,24,60
115,1243,92,54,135
115,450,3,30,75
116,390,5,34,85
116,333,62,76,190
116,286,72,74,187
116,1238,108,62,155
116,1178,57,52,130
116,1194,100,66,165
116,1176,31,36,90
116,1151,32,36,90
116,1209,80,54,135
116,288,84,72,180
116,474,6,30,75
116,1243,92,54,135
116,450,3,30,75
117,390,5,34,85
117,331,72,70,175
117,266,72,74,187
117,1242,112,62,155
117,1178,57,52,130
117,1194,100,66,165
117,1176,31,36,90
117,1151,32,36,90
117,1209,80,54,135
117,292,84,72,180
117,474,6,30,75
117,1243,92,54,135
117,450,3,30,75
118,394,1,34,85
118,315,72,70,175
118,250,72,74,187
118,1246,112,62,155
118,1186,57,52,130
118,1202,100,66,165
118,1176,31,36,90
118,1151,32,36,90
118,1209,80,54,135
118,316,84,72,180
118,470,6,30,75
118,1243,92,54,135
118,450,3,30,75
119,398,1,34,85
119,299,72,70,175
119,234,72,74,187
119,1258,112,62,155
119,1186,57,52,130
119,1210,100,66,165
119,1176,31,36,90
119,1151,32,36,90
119,1209,80,54,135
119,332,84,72,180
119,466,10,30,75
119,1243,88,54,135
119,446,3,30,75
120,398,5,34,85
120,291,72,70,175
120,226,72,74,187
120,1258,112,62,155
120,1186,57,52,130
120,1210,100,66,165
120,1176,31,36,90
120,1151,32,36,90
120,1209,80,54,135
120,340,84,72,180
120,466,10,30,75
120,1243,88,54,135
120,446,3,30,75
121,402,1,34,85
121,279,72,70,175
121,214,72,74,187
121,1252,106,68,170
121,1186,65,52,130
121,1218,104,66,165
121,1180,31,36,90
121,1151,32,36,90
121,1209,80,54,135
121,364,84,72,180
121,466,10,30,75
121,1243,88,54,135
121,442,3,30,75
122,402,1,34,85
122,263,72,70,175
122,202,72,74,187
122,1258,112,62,155
122,1186,65,52,130
122,1222,104,66,165
122,1180,31,36,90
122,1149,30,42,105
122,1209,80,54,135
122,384,84,72,180
122,462,10,30,75
122,1243,88,54,135
122,442,3,30,75
123,410,1,34,85
123,251,72,70,175
123,186,72,74,187
123,1258,112,62,155
123,1186,65,52,130
123,1226,104,66,165
123,1180,35,36,90
123,1149,30,42,105
123,1213,76,54,135
123,400,84,72,180
123,462,10,30,75
123,1243,88,54,135
123,438,3,30,75
123,1130,29,36,90
124,410,1,34,85
124,239,72,70,175
124,174,72,74,187
124,1258,112,62,155
124,1186,65,52,130
124,1230,108,66,165
124,1180,35,36,90
124,1149,30,42,105
124,1213,76,54,135
124,408,84,72,180
124,458,10,30,75
124,1243,88,54,135
124,438,3,30,75
124,1130,29,36,90
125,410,1,34,85
125,223,72,70,175
125,162,72,74,187
125,1178,65,52,130
125,1234,112,66,165
125,1180,35,36,90
125,1149,30,42,105
125,1213,76,54,135
125,428,84,72,180
125,458,10,30,75
125,1243,88,54,135
125,434,3,30,75
125,1130,29,36,90
126,414,1,34,85
126,215,72,70,175
126,154,72,74,187
126,1178,65,52,130
126,1234,116,66,165
126,1180,35,36,90
126,1149,30,42,105
126,1213,76,54,135
126,440,84,72,180
126,454,10,30,75
126,1243,88,54,135
126,434,3,30,75
126,1130,29,36,90
127,418,1,34,85
127,203,72,70,175
127,142,72,74,187
127,1178,65,52,130
127,1238,116,66,165
127,1180,35,36,90
127,1149,30,42,105
127,1213,76,54,135
127,460,80,72,180
127,454,10,30,75
127,1243,88,54,135
127,430,3,30,75
127,1130,29,36,90
128,426,1,34,85
128,187,72,70,175
128,126,72,74,187
128,1174,69,52,130
128,1238,116,66,165
128,1180,35,36,90
128,1149,30,42,105
128,1213,76,54,135
128,476,80,72,180
128,454,10,30,75
128,1243,88,54,135
128,426,3,30,75
128,1130,29,36,90
129,179,72,70,175
129,114,72,74,187
129,1170,69,52,130
129,1242,116,66,165
129,1184,35,36,90
129,1149,30,42,105
129,1213,76,54,135
129,484,80,72,180
129,454,10,30,75
129,1243,88,54,135
129,426,7,30,75
129,1130,33,36,90
130,167,72,70,175
130,102,72,74,187
130,1166,73,52,130
130,1242,116,66,165
130,1184,35,36,90
130,1149,30,42,105
130,1213,76,54,135
130,504,80,72,180
130,450,10,30,75
130,1243,88,54,135
130,422,7,30,75
130,1130,33,36,90
131,151,72,70,175
131,86,72,74,187
131,1166,73,52,130
131,1250,116,66,165
131,1184,35,36,90
131,1149,30,42,105
131,1213,76,54,135
131,524,80,72,180
